BEDROOM_NUM,BATHROOM_NUM,PRICE_PER_SQFT,AREA,LOCATION,FURNISH,FACING,AGE,TOTAL_FLOOR,FEATURES,BALCONY_NUM,FLOOR_NUM,CARPET_SQFT,SUPERBUILTUP_SQFT,BUILTUP_SQFT,SUPER_AREA,SUPERAREA_UNIT,SUPER_SQFT
5,4,8197,2721,Howrah,Furnished,North,15,8,,2,1,2093,2721,2246,2721,sqft,2721
,2,2429,2092,,,West,10,3,Reserved Parking,2,13,1360,2092-2124,1707,2092,,2092
1,4,2959,2851-2868,Garia,,East,14,17,"Swimming Pool,Gym",,0,2098,2851,2430,2851,sq yard,2851
3,4,5387,2544,Ballygunge,,North,23,,Rain Water Harvesting,,1,1722,2544,2359,2544,sqm,2544
,,12812,3396,Ballygunge,,South,4,13,,,10,2607,3396,3038,3396,,3396
4,4,2310,3068,Dum Dum,,South,7,5,,0,9,2403,3068,2568-2612,3068-3109,sq yard,3068
2,2,8038-8053,3824,Park Street,,South-West,,4,"Power Backup,Water Supply",3,13,2346,3824,3360,3824,sq yard,3824
5,4,2778,1040,Jadavpur,,South,15,13,,2,3,653,1040,837,1040,sq yard,1040
,1,5981,2817,,,,22,,,,1,1759,2817,2557,2817,sqm,2817
1,4,6179,2849,Rajarhat,Furnished,East,7,15,"Club House,Intercom",,13,1891,2849,2576,2849,,2849
3,3,6328,2002,Jadavpur,,North-East,15,11,"Swimming Pool,Gym",1,4,1271-1295,2002,1639,2002-2038,,2002-2048
5,2,2476,2136,Jadavpur,Furnished,,15,1,"Swimming Pool,Gym",0,5,1440,2136,1733,2136,,2136
,1,11227,1586,,,South,9,13,"Power Backup,Water Supply",3,,1115,1586,1284,1586,,1586
2,4,4550,3415,,,North-East,,2,"Club House,Intercom",3,16,2588,3415,3124,3415,,3415
,3,14843,1828,,Furnished,,16,8,"Power Backup,Water Supply",0,4,1394,1828,1500,1828,,1828
,1,5794,2941,Behala,Unfurnished,South-West,14,8,,3,,2163,2941-2964,2594,2941,,2941
4,3,11136,1581,Ballygunge,Furnished,,23,,"Lift,Security,Park",1,,1020-1059,1581,1416,1581,,1581
5,,3368,1538,,,North-East,5,,,1,19,1176,1538,1364,1538,sqm,1538
2,1,8170,3480,,Unfurnished,South-West,,20,,,14,2429,3480,2899,3480,,3480
5,3,10403,3410,Dum Dum,,South,3,15,Reserved Parking,3,5,2512-2553,3410,2779,3410,sqm,3410-3434
1,,5590,3804,Kasba,,,9,,"Power Backup,Water Supply",,4,2787,3804-3824,3545,3804,sqm,3804
5,1,13444,3080,,Furnished,East,17,,,1,2,2345,3080,2567,3080,sqft,3080
2,4,8462,1016,Howrah,,North-East,20,13,,,1,804,1016,894,1016,,1016
5,2,10312,1287,Ballygunge,,East,20,5,"Swimming Pool,Gym",1,,1000,1287-1302,1150,1287,,1287
1,1,10886,2000,Alipore,,,28,2,"Swimming Pool,Gym",3,,1392,2000,1839,2000,,2000
,,6488,3839,,Unfurnished,,4,20,"Lift,Security,Park",1,8,2983,3839,3565,3839,,3839
,4,4818,3214,,,North-East,,12,,3,0,2320,3214,2795,3214,,3214
,4,5346,639,Kasba,Semi-Furnished,South-West,,10,,,2,488,639,546,639,,639-689
1,4,8729,3476,Ballygunge,,South,30,14,"Swimming Pool,Gym",2,16,2494,3476,3196,3476-3486,,3476
3,4,11139,3207,Kasba,,,18,10,Rain Water Harvesting,2,13,2479,3207,2800,3207,sqm,3207
4,2,6346-6362,2168,,,South,24,16,"Club House,Intercom",3,,1316,2168,1734-1755,2168,sqm,2168
3,,10306,3775,,,East,,3,,,11,2468,3775,3156,3775,,3775-3785
1,4,11315,1169,Jadavpur,,,17,10,"Power Backup,Water Supply",1,,743,1169,1072,1169,sq yard,1169
4,1,14084,2366,New Town,,North,,,"Swimming Pool,Gym",2,6,1467,2366,2022,2366,,2366
4,,5426,1014,Dum Dum,Furnished,North-East,8,13,"Lift,Security,Park",0,16,612,1014,930,1014,sq yard,1014
5,3,14701,2404,,,,4,5,"Power Backup,Water Supply",3,2,1575-1609,2404,2155,2404,,2404
4,3,12311,3856,Lake Town,,North-East,24,7,Rain Water Harvesting,,5,3082,3856,3353-3375,3856,,3856
2,3,6345,3090,Tollygunge,,South-West,15,9,"Swimming Pool,Gym",3,,2470,3090,2672,3090,,3090
2,2,5115,991,Ballygunge,,South,16,5,"Lift,Security,Park",3,,671,991,794-843,991,,991
,4,14821,2012,Howrah,,South,6,10,,0,19,1567,2012,1732,2012,,2012-2043
,3,5485,2137,Behala,,South,29,19,,1,,1553,2137,1789,2137,sq yard,2137
4,1,6003,3972,Behala,Furnished,North,9,5,,0,12,2665,3972,3542,3972,sqft,3972
,4,7665,1965,Behala,Unfurnished,North,4,15,,3,18,1350,1965,1742,1965,sq yard,1965-1996
5,,4959,1939,Howrah,,South,17,3,"Club House,Intercom",0,2,1484,1939,1617,1939,sqm,1939
2,3,8457,2203,Behala,Semi-Furnished,,19,10,"Power Backup,Water Supply",,19,1362,2203,1843,2203,,2203
1,1,14989,1959,New Town,Semi-Furnished,South-West,24,,"Lift,Security,Park",0,20,1458,1959,1747,1959,sq yard,1959
3,2,2111,1214,Salt Lake,,South-West,25,,"Power Backup,Water Supply",,11,784,1214,1137,1214,,1214
1,,5743,3445,Ballygunge,Furnished,South-West,2,10,"Club House,Intercom",0,13,2496,3445,2846,3445-3485,,3445
1,,9615,3700,Howrah,Furnished,North-East,5,7,Rain Water Harvesting,,10,2252,3700,3298,3700,sqm,3700
5,2,11403-11415,1890,,,,13,18,"Power Backup,Water Supply",0,15,1262,1890,1613,1890-1905,sq yard,1890
,4,7716,1655,Lake Town,Unfurnished,South-West,2,13,,2,2,1150,1655,1521,1655,,1655
2,,4060,3705-3724,Rajarhat,,,6,6,,3,,2960,3705,3354,3705,,3705
5,2,10357,3144,Alipore,Furnished,,19,18,,0,1,2258,3144,2931,3144,,3144
4,2,14034,3127-3159,Howrah,,East,17,11,Rain Water Harvesting,0,,1993,3127,2943,3127,,3127-3162
2,3,12941,678,Garia,,South-West,8,5,,0,12,513,678-723,578,678-697,,678
3,2,9575,1033,Howrah,,,0,6,"Club House,Intercom",0,1,790,1033,890,1033,sqft,1033
1,,8189,619,,,South,,12,,1,0,393,619,585,619,,619-657
3,4,3283-3314,3824,Garia,,,22,18,"Club House,Intercom",1,18,2688,3824,3182,3824,,3824
1,2,2799-2815,2591,New Town,Unfurnished,North,1,5,Rain Water Harvesting,3,18,1843,2591,2325,2591,sqm,2591
2,,6616,1474,Park Street,,,0,13,,,17,1077,1474,1195,1474,,1474
5,1,7535,3213,Ballygunge,,West,20,,"Club House,Intercom",3,11,2389,3213,2846,3213,,3213-3243
1,2,2026,3983,Jadavpur,,South,,13,"Lift,Security,Park",1,0,2510,3983,3655,3983,,3983
5,1,9002,1204,Ballygunge,,,16,18,"Swimming Pool,Gym",2,8,942,1204,1008,1204,,1204
3,3,13621,1482,Behala,Semi-Furnished,,2,,"Club House,Intercom",3,,989,1482,1280,1482,sqm,1482
3,3,6033,3381,Rajarhat,,North-East,4,,,3,7,2656,3381,3152,3381,sqm,3381
,2,8917-8950,2688,Rajarhat,Unfurnished,North,17,,Reserved Parking,2,0,2050,2688,2274,2688,,2688
4,4,13676-13694,3456,,,,23,,"Lift,Security,Park",0,13,2599,3456,2812,3456,sq yard,3456
2,2,2994,695,Lake Town,Unfurnished,,,1,"Power Backup,Water Supply",0,,526,695,571,695,,695
2,3,3650,3387,Lake Town,Semi-Furnished,,,11,"Club House,Intercom",3,17,2662,3387,3173,3387,,3387
5,3,13212,513,Howrah,Furnished,East,1,4,,,11,337,513,455,513,,513-543
4,2,13691,696,Ballygunge,Furnished,,17,11,Reserved Parking,3,16,535,696,649,696-706,,696
,4,12771,917,,,East,10,7,,0,,635,917,740-761,917,sq yard,917
1,2,6264,1896,,Semi-Furnished,,18,14,"Lift,Security,Park",2,15,1449-1482,1896,1627,1896,,1896
2,2,8183,3172,Tollygunge,Semi-Furnished,North-East,20,19,,1,12,2130,3172,2852,3172-3221,,3172
4,2,4738-4775,2045,Tollygunge,Unfurnished,North-East,1,3,Reserved Parking,,,1553,2045,1664,2045,,2045
,,14155,2377,Kasba,Unfurnished,East,12,19,,,1,1644,2377-2412,2224,2377,,2377
4,,2426,2689,Rajarhat,,,29,13,,,,1923,2689-2725,2209-2255,2689,sqm,2689
2,4,14844,2046,Alipore,,,,19,Rain Water Harvesting,0,14,1312,2046,1901,2046,sqft,2046
4,1,8029,2122,Park Street,Semi-Furnished,,18,13,"Club House,Intercom",1,8,1337,2122,1709,2122,sqft,2122
2,,14651,2669,Jadavpur,,East,18,,Reserved Parking,3,14,2070-2098,2669,2401-2424,2669,sqm,2669
1,4,13797,1551,,Unfurnished,,26,,"Lift,Security,Park",1,2,1174,1551,1355,1551,sqft,1551
3,2,5995,3351,,Furnished,,9,2,"Club House,Intercom",2,15,2535,3351,2682,3351,,3351
5,3,2622,761,Rajarhat,,,4,14,"Lift,Security,Park",1,,519,761,684,761,sqm,761
2,,7581,2232,Behala,Furnished,,,,,3,8,1563,2232-2256,2015,2232,,2232
1,4,8705-8753,2687,Kasba,,East,,,Reserved Parking,,4,1944-1966,2687,2454,2687-2713,,2687-2709
,3,13996,3651,Howrah,,South,15,4,"Lift,Security,Park",2,,2501,3651,3445,3651,sqm,3651
4,3,3447,3879,Behala,,West,,6,,3,12,2523,3879,3111-3140,3879,,3879
5,,10894,2099,Jadavpur,Semi-Furnished,North,15,,Reserved Parking,1,7,1632-1671,2099,1895,2099,,2099
2,2,4643,2253,Park Street,Semi-Furnished,,30,5,Reserved Parking,0,6,1393,2253,1876,2253,sq yard,2253
,4,7606,3571,Dum Dum,Semi-Furnished,East,2,5,,0,17,2329-2374,3571,3245,3571,,3571
3,2,7608,960,,Furnished,South-West,4,15,"Club House,Intercom",0,5,635-647,960,778,960,,960
1,3,12657,1126,Alipore,Semi-Furnished,,0,,"Club House,Intercom",3,20,775,1126,934-981,1126,sqm,1126
1,1,6020,2215,,,East,19,15,Rain Water Harvesting,3,6,1709,2215,1817,2215,,2215
1,1,6926,3573,Park Street,,North-East,13,15,,2,19,2676,3573-3590,2966,3573,,3573-3623
3,3,4279,3720,,Semi-Furnished,,10,2,"Swimming Pool,Gym",0,5,2899-2929,3720,3151-3184,3720-3740,,3720
4,1,3242,1497,Howrah,,,21,,"Club House,Intercom",1,13,1100,1497,1263,1497,,1497
3,,3046,1192,Alipore,,North,26,4,,,12,774,1192,1084,1192,,1192
4,3,8986,725,,Unfurnished,,2,6,Rain Water Harvesting,,,460,725-736,652,725,sqft,725
5,2,12444,465,,,,19,4,Reserved Parking,3,0,287,465,432,465,,465
1,,8613-8655,651,Alipore,Furnished,North,17,12,Rain Water Harvesting,0,8,423,651,557,651,,651
5,2,13209,3473,Behala,,North,21,,"Club House,Intercom",,,2528,3473,2981,3473,sqm,3473
5,4,2711,3772,Tollygunge,,,13,2,"Lift,Security,Park",,11,3001,3772,3344,3772,,3772
4,3,4823,1590,Park Street,,South,,12,,0,,1098,1590,1314,1590,,1590
4,3,8162,3634,Tollygunge,,West,0,12,Rain Water Harvesting,,19,2627,3634,3307,3634-3681,,3634-3653
5,4,5868,2547,Dum Dum,Furnished,West,2,1,"Swimming Pool,Gym",1,18,1551,2547,2098,2547,sqft,2547
4,3,3494,3490,Behala,,,15,2,Rain Water Harvesting,2,8,2257,3490,3128,3490,,3490-3503
2,4,11880,2787,Alipore,,North-East,25,,Rain Water Harvesting,1,12,1693,2787,2387,2787,sqft,2787
2,2,11510-11520,3054,Park Street,Semi-Furnished,North-East,5,14,"Swimming Pool,Gym",0,10,1973,3054,2776,3054,,3054-3084
1,,3694,604,Kasba,,South-West,22,15,"Swimming Pool,Gym",1,2,412,604,538,604,sqft,604
5,4,14639,3844,Alipore,,,30,12,,0,19,2740,3844,3388,3844,sqft,3844
5,3,2985,1879,Ballygunge,,North,25,6,"Power Backup,Water Supply",,9,1148,1879,1748,1879,sq yard,1879
,4,8621,2837,,Furnished,,0,8,,3,,2153,2837,2598,2837,,2837
,4,7704,2853,Tollygunge,Semi-Furnished,,20,11,,2,6,2018,2853,2428,2853,sqft,2853
2,1,11163,3067,,,,21,14,"Swimming Pool,Gym",2,,1974,3067,2684,3067,,3067
,,5774,1354,Jadavpur,,South,25,,"Club House,Intercom",1,13,960,1354,1221-1270,1354,sqm,1354
5,2,8548,3736,Howrah,,,3,4,,0,,2603,3736,3007-3020,3736,,3736
3,4,9678,3595,,Unfurnished,,9,7,"Swimming Pool,Gym",3,,2385,3595,3304,3595,sqft,3595
5,4,7470,3552-3575,Ballygunge,Furnished,South,,11,Reserved Parking,1,7,2512,3552,3001,3552,,3552
3,1,9474,2623-2656,Behala,Furnished,East,18,13,"Lift,Security,Park",0,5,2074,2623,2261,2623,sq yard,2623
4,,12385,1548,Park Street,Furnished,,30,2,"Club House,Intercom",0,19,1147,1548,1451,1548,sqft,1548
1,2,14952,3415,Dum Dum,Unfurnished,West,18,,,3,12,2116,3415,3033,3415,,3415
5,4,8684,2557-2567,Kasba,Semi-Furnished,North-East,10,,,0,15,2044,2557,2392,2557,,2557
3,2,11643,3971,Dum Dum,,,,8,"Swimming Pool,Gym",0,8,2589,3971-4021,3524,3971,,3971
3,,4390,1321,Garia,,North,5,12,,0,13,1034,1321,1225,1321,,1321-1344
5,1,4668,609,Jadavpur,Furnished,,3,8,,0,3,464,609,509,609-621,,609
1,1,8765,3042,Dum Dum,Unfurnished,South,3,15,"Club House,Intercom",2,2,2002,3042,2569,3042,,3042-3075
3,1,12216,3573,,Unfurnished,North-East,,12,Reserved Parking,,12,2821,3573,2893,3573,,3573
,,3662,1125,Rajarhat,,South,9,,"Lift,Security,Park",2,18,839,1125,1025,1125,,1125
3,4,9110,1448,,,North,1,5,,,12,1078,1448,1294,1448-1486,,1448
5,1,4675,2264,Tollygunge,Semi-Furnished,North,10,11,,2,11,1358-1403,2264,2144,2264,,2264
3,1,9375,2287-2299,Rajarhat,Semi-Furnished,,,14,,0,0,1489,2287,1838,2287,,2287
2,1,5108,1965,Jadavpur,Semi-Furnished,East,,,"Lift,Security,Park",3,,1519,1965,1786,1965,,1965
5,3,11142,1519,,,,1,20,"Club House,Intercom",1,7,938,1519,1321-1335,1519,sq yard,1519
5,,8257,1247,Jadavpur,Semi-Furnished,,3,,Rain Water Harvesting,0,13,961-981,1247,1002,1247,sq yard,1247
2,2,9511,1836,Rajarhat,,West,14,12,,1,19,1276-1287,1836,1567,1836,,1836
5,,4297,960,,,,29,18,,0,14,668,960,877,960,sqm,960
1,4,5919,2188,Kasba,Unfurnished,West,19,10,"Power Backup,Water Supply",1,,1497,2188,1941,2188,,2188
,,10540,1376,Ballygunge,Unfurnished,,,14,,0,17,984,1376,1235,1376,,1376
5,,12613,3786,Kasba,Furnished,South,,7,"Swimming Pool,Gym",1,,2807,3786,3478,3786-3836,sq yard,3786
1,4,8334,3959,Park Street,Unfurnished,,24,15,,0,0,2739,3959-3982,3412,3959,sqm,3959
3,3,8407,3333,Jadavpur,Semi-Furnished,East,17,4,,2,4,2480,3333,2964,3333,,3333
,1,10554,3815,Kasba,,,12,4,Rain Water Harvesting,0,0,2527,3815,3549,3815,,3815
3,3,6110,1176,Rajarhat,,North,22,12,Reserved Parking,0,,875,1176,1018,1176,,1176
1,4,14817,2680,Kasba,,,19,12,Rain Water Harvesting,,7,1758,2680,2155-2169,2680,sqm,2680
3,,11510,898,Park Street,Semi-Furnished,South-West,17,,"Club House,Intercom",3,15,640,898,761,898,,898
,1,11501,636,Lake Town,Furnished,,,1,"Swimming Pool,Gym",1,11,499,636,563,636,,636
,2,9804,3504,Park Street,,West,19,11,"Power Backup,Water Supply",0,,2315,3504-3523,3197,3504,sqm,3504
1,,7857,1904,Alipore,Semi-Furnished,North-East,1,,,2,18,1368,1904-1914,1622,1904-1919,,1904
,3,10374,3011,Tollygunge,,North,17,13,,3,4,1963,3011,2660,3011,,3011
1,,13624,632,,Semi-Furnished,,1,5,"Lift,Security,Park",0,,476-494,632,523,632-651,sqft,632
2,,10536,1555,Park Street,,East,16,,,,13,1181,1555,1316,1555,,1555
2,4,5142,1830,,,,,,Reserved Parking,2,1,1320,1830,1712,1830,sqm,1830
,4,3748-3786,1572,Ballygunge,,North-East,1,5,,0,,1189,1572,1359,1572,,1572
,,2352,2638,Lake Town,Furnished,South-West,7,19,,1,11,1939,2638,2480,2638,,2638
1,,11304,1573,Garia,Unfurnished,South-West,11,10,,2,2,1014,1573,1374,1573,sq yard,1573
1,1,11228,587,Behala,Unfurnished,North,,,,0,16,401,587,546,587,sqft,587
2,2,3996,2475,Lake Town,Semi-Furnished,,6,12,"Power Backup,Water Supply",3,18,1773,2475-2501,2333,2475,,2475
1,4,5236-5267,3618,Lake Town,Semi-Furnished,West,4,17,,0,17,2589,3618,3281,3618,sqm,3618
3,2,2325,2302,Salt Lake,Furnished,West,,7,"Power Backup,Water Supply",,3,1468,2302,1963,2302,sqft,2302
,4,4739,1382-1429,Alipore,,South-West,22,,"Swimming Pool,Gym",1,,1013,1382,1161,1382,,1382
2,1,10206,1084,Park Street,,South,13,,"Lift,Security,Park",1,1,717,1084,970,1084,,1084
2,4,11443-11471,726,Alipore,,North,11,11,,2,9,471,726,669,726,sq yard,726
5,4,5616,1341,Park Street,Unfurnished,,28,7,Reserved Parking,1,13,838,1341,1133,1341,sqft,1341
1,3,6227,3674,Garia,Semi-Furnished,,,,Reserved Parking,,15,2918,3674,3355,3674,,3674
5,1,5054,924,Howrah,,South-West,1,17,,,16,644,924-969,873,924,,924
5,1,4841,444,Salt Lake,,,12,11,"Lift,Security,Park",1,,285-318,444-494,361,444,,444-491
1,1,5908,2686,Salt Lake,Unfurnished,South,,6,"Swimming Pool,Gym",0,7,1907,2686,2207-2221,2686,sqft,2686
2,2,6965,715,Garia,Unfurnished,,,8,,0,12,558,715,644-666,715,sqm,715
5,3,6792,1971,Alipore,,East,5,,Rain Water Harvesting,2,17,1524-1561,1971,1648,1971,,1971
1,4,8116,1294,Salt Lake,,South-West,20,20,,1,,958,1294,1056,1294,sq yard,1294
5,,9271,2675,New Town,Furnished,North,1,20,,,0,1739,2675-2699,2155,2675-2696,sqft,2675
5,4,3423,839,Tollygunge,Unfurnished,,15,13,,3,10,606,839,771,839,sqm,839
1,3,4466,2446,Kasba,,South,1,13,"Club House,Intercom",2,,1881,2446,1961,2446,sq yard,2446
,1,13344,785,New Town,,South,28,1,Reserved Parking,,8,515,785,664,785,,785
5,2,12177,1629-1648,Kasba,Unfurnished,East,15,,,2,,1205,1629,1356,1629,sqft,1629
2,2,6499,3234,,Semi-Furnished,North-East,10,5,"Lift,Security,Park",1,20,1958,3234,2635-2680,3234,,3234-3262
,3,9080,1306,,Semi-Furnished,North,10,,"Swimming Pool,Gym",2,7,971,1306,1184,1306,,1306
4,,4549,2988,Lake Town,Unfurnished,South-West,29,19,,3,10,2322,2988,2806,2988,,2988-3020
,3,4404,558,Tollygunge,,East,9,16,Reserved Parking,,12,358,558,482,558,,558
3,3,4381,3509,Rajarhat,,,30,12,,3,7,2320-2355,3509,2818,3509,,3509
1,1,2449,903,Howrah,Semi-Furnished,,,15,,0,13,574,903-916,814,903,,903
3,,3188,897,Behala,,South-West,18,10,"Power Backup,Water Supply",3,2,584-615,897,812,897,sqft,897
3,,7633,2432,,,,26,18,,3,6,1552,2432,2219,2432,sq yard,2432
,,5167,1128,Ballygunge,,,14,14,,3,,772,1128,1003,1128,sqm,1128
,1,8059,3942,Jadavpur,,,,13,,0,9,2397,3942,3288,3942,,3942
1,4,3962,2047,Dum Dum,,South-West,1,,Rain Water Harvesting,1,6,1288,2047,1765-1778,2047,sq yard,2047
2,4,7212-7241,1824,Alipore,,,14,8,"Lift,Security,Park",3,11,1173,1824,1462,1824,sqm,1824
5,,14870,767,Garia,Furnished,West,13,8,,,,535,767,699,767-795,,767
,1,8943-8970,3212,Tollygunge,,,,14,Reserved Parking,0,,2406,3212,2768,3212,sq yard,3212
,4,3743,2839,Garia,,East,11,17,"Power Backup,Water Supply",0,,2006,2839,2423,2839,,2839
,,2421,3118,Garia,Semi-Furnished,,6,20,"Swimming Pool,Gym",3,17,1999,3118,2622,3118,sqft,3118
1,2,11597,1640,Dum Dum,Semi-Furnished,West,,9,,0,,1246,1640,1373,1640,,1640
,3,10517,3539,Salt Lake,,,28,1,"Power Backup,Water Supply",3,,2495-2512,3539-3571,3071,3539,,3539
5,4,10579-10601,2015,Jadavpur,Semi-Furnished,,,3,,3,20,1296,2015,1828,2015,sq yard,2015
,,6270,3080,New Town,,South,26,,Rain Water Harvesting,3,19,2306,3080,2648,3080,,3080
4,1,3513,1831,Alipore,Furnished,,12,,,1,0,1256,1831,1663,1831,sqm,1831
3,1,2674,2440,Ballygunge,,South-West,11,1,Rain Water Harvesting,,,1630,2440,2058-2086,2440,,2440
5,,6896,1335,,Semi-Furnished,East,12,20,Reserved Parking,,0,889,1335,1076,1335,sqft,1335
,2,6441,2450,Dum Dum,Furnished,,,,"Lift,Security,Park",3,,1569,2450,1988-2018,2450,sqft,2450
2,4,4248,795,Salt Lake,,North,,15,Rain Water Harvesting,0,1,558,795,663,795,sqm,795
5,4,4870,1752,,,West,14,18,Reserved Parking,,19,1135,1752,1620,1752,sqft,1752
,4,12480,2473,Dum Dum,Semi-Furnished,,24,18,,1,7,1925,2473,2231-2280,2473,sqft,2473
1,2,9998,1232,Behala,,,4,,"Swimming Pool,Gym",,,936,1232,1134,1232,,1232
3,2,6776,1438,Dum Dum,,North-East,5,,"Club House,Intercom",1,,1069,1438,1167,1438,,1438
,3,9165,1395,Alipore,Furnished,,,4,,0,17,915,1395,1194,1395,,1395
4,2,10271,1421,,Semi-Furnished,North,22,,,2,19,1098,1421,1298,1421,,1421
5,2,13528,3410-3452,,Semi-Furnished,,1,1,"Club House,Intercom",,1,2670,3410,3016,3410-3434,sqft,3410
2,1,11344,2331,Ballygunge,,South-West,19,5,"Lift,Security,Park",0,7,1631,2331,1891,2331,sqm,2331
,4,5358,2705,Kasba,Furnished,South-West,5,16,"Power Backup,Water Supply",,7,2074,2705,2538-2582,2705,,2705
3,4,8724,3320,Dum Dum,Furnished,North-East,,13,,3,12,2542,3320,2671,3320,sq yard,3320
3,4,6335-6383,2085-2109,,,,,1,"Swimming Pool,Gym",2,11,1560,2085,1975,2085-2122,,2085
5,1,12587-12633,1290-1334,Howrah,,,17,16,Rain Water Harvesting,,20,1013,1290,1208,1290,sq yard,1290
4,1,14551,2983,Tollygunge,,North,,5,"Swimming Pool,Gym",3,13,2361,2983,2790,2983,,2983
4,,5473,3503,,,,,,,1,9,2442,3503,2966,3503-3542,sqm,3503
1,3,14433,1528,Alipore,Semi-Furnished,,14,2,"Lift,Security,Park",3,13,951,1528,1446,1528,,1528
2,1,14072,3726,New Town,Semi-Furnished,,18,14,Rain Water Harvesting,3,9,2508,3726,3425,3726,sqm,3726
4,4,11223,3253,,,North,14,,Rain Water Harvesting,3,,2148,3253,2817,3253,sq yard,3253
2,2,6649,2639,,Unfurnished,,26,16,"Club House,Intercom",0,8,1760,2639,2399-2442,2639,,2639
3,2,12192,3670,Rajarhat,Unfurnished,North,20,,Rain Water Harvesting,2,17,2799,3670,3029,3670,,3670
2,2,8963,806,Kasba,Semi-Furnished,South-West,24,,Reserved Parking,3,14,639-675,806,658,806,sqm,806
4,4,8729,796,Ballygunge,,,11,15,"Club House,Intercom",,8,526,796,689,796,sqft,796
2,2,10067,2159,,,,,,,2,,1686,2159,1941,2159,,2159
1,4,13204,2942,Rajarhat,Unfurnished,South,24,8,,1,1,2019,2942,2370,2942,sqft,2942
,,2279,2674,Garia,,South,29,18,"Swimming Pool,Gym",1,4,1856,2674,2311,2674,,2674
4,4,2183,3914,Kasba,,,17,13,Reserved Parking,2,19,3061,3914,3163,3914,,3914
4,2,12671,3700,Behala,,,26,2,Rain Water Harvesting,1,17,2766,3700,3116,3700,sq yard,3700
4,2,5424,997,Jadavpur,,North-East,,12,,2,18,790,997-1047,854,997,sqm,997
5,2,2432,2085,,Unfurnished,South-West,5,,,1,3,1489,2085,1860,2085,sqft,2085
,4,3818,3333,Garia,,North,14,7,"Lift,Security,Park",0,18,2203,3333,2837,3333,sq yard,3333
3,3,14768,2795,Alipore,,South-West,5,2,,,19,2016,2795,2392,2795,,2795
1,4,9413,3949,,,East,8,11,Rain Water Harvesting,3,,2736,3949,3563,3949,,3949
3,1,9903,3971,Lake Town,Unfurnished,,17,,Reserved Parking,3,,3146,3971,3535,3971,sqft,3971
3,3,14421,1042,New Town,Furnished,East,9,17,,3,,678,1042,873,1042,,1042
1,4,10883,1714,,Furnished,,6,,"Club House,Intercom",3,13,1284,1714,1437,1714,,1714
3,4,12660,2230,,,,,,Reserved Parking,3,,1531,2230,2116,2230,sqft,2230
1,2,10780,2494,Tollygunge,Unfurnished,,19,13,"Swimming Pool,Gym",,3,1635,2494,2309,2494-2511,sq yard,2494
5,,7534,2313,Kasba,,North-East,27,8,Rain Water Harvesting,3,,1775,2313,1937,2313,sqm,2313
2,1,14436,1432,Behala,,South,24,,Rain Water Harvesting,1,9,1009,1432,1349,1432,,1432
4,4,14001,3325,Behala,Semi-Furnished,North,,6,,0,7,2643,3325,3147,3325,sqm,3325-3359
1,,4002,1837,Behala,,South,18,13,,0,8,1413,1837,1618,1837,,1837
4,2,5125,3066,Lake Town,,North,16,4,"Lift,Security,Park",1,20,1863-1875,3066,2645,3066,,3066
2,3,12710,3976,Alipore,,East,23,,"Lift,Security,Park",1,12,2826,3976,3278,3976-4017,sqm,3976
2,4,5357,1363,,Furnished,North-East,0,9,,,20,1005,1363,1112,1363,sqm,1363
1,4,9655,2424-2467,,,North,29,8,"Lift,Security,Park",3,14,1472-1493,2424,2296,2424,,2424
3,2,3194,2952,Ballygunge,Furnished,South-West,9,5,,2,,2328,2952,2580,2952,,2952-3000
5,1,4898,3393,Dum Dum,Furnished,North-East,,,"Power Backup,Water Supply",1,20,2623,3393,3030,3393,,3393
1,3,10340,2761-2798,Howrah,,South-West,24,2,"Swimming Pool,Gym",0,10,1709-1745,2761,2510,2761,sqm,2761
2,2,11740,727,Salt Lake,Semi-Furnished,South-West,24,13,,,6,526,727-742,583,727-773,,727
3,,5436,2718,Tollygunge,,East,28,,,3,17,1904-1940,2718,2299,2718-2748,sq yard,2718
2,,2394,2240,Garia,,West,2,20,,0,4,1546,2240-2271,1869,2240,,2240
1,1,8373,669-688,Kasba,,West,19,3,Rain Water Harvesting,3,3,431,669,576,669,,669
,2,11689,2182,Tollygunge,Furnished,South-West,30,7,Rain Water Harvesting,1,7,1360,2182,2041-2085,2182,,2182
1,2,8261,2599,Tollygunge,,West,26,,,0,10,2029-2078,2599,2398,2599,sq yard,2599
3,2,9940,1720,,,South-West,19,1,"Club House,Intercom",2,11,1197,1720,1487,1720,sqm,1720-1761
4,4,14983,3986,Dum Dum,Furnished,,3,,,,0,3032,3986,3615,3986-4019,,3986
5,4,3447,983,Salt Lake,Furnished,,16,11,"Lift,Security,Park",1,2,634,983,908,983,,983
1,1,9360,949,Alipore,Semi-Furnished,North,2,11,Rain Water Harvesting,,,742,949,868,949,sqft,949
1,1,10698,1710,Howrah,,,8,11,,,19,1113,1710,1433,1710,sqft,1710
1,,12408,3246,Garia,Furnished,,,6,"Swimming Pool,Gym",0,14,2357,3246,2881-2902,3246,sq yard,3246
,3,10767,2971-2998,Rajarhat,Semi-Furnished,,14,20,,0,16,2094,2971,2699,2971,,2971
,2,12089,1779,Park Street,,,,,,3,2,1390,1779,1684,1779,sqft,1779
,2,12385,2691-2739,Dum Dum,Furnished,South,,16,Rain Water Harvesting,1,11,1981-2026,2691,2189,2691,sqm,2691
